"ID"	"Trial"	"Samples"	"TracklossSamples"	"TracklossForTrial"	"TracklossForParticipant"
"82"	"cognatepriming12"	"21"	240	0	0	0.056554142919772
"83"	"cognatepriming12"	"22"	240	22	0.0916666666666667	0.056554142919772
"84"	"cognatepriming12"	"23"	240	37	0.154166666666667	0.056554142919772
"85"	"cognatepriming12"	"24"	240	0	0	0.056554142919772
"86"	"cognatepriming12"	"26"	241	20	0.0829875518672199	0.056554142919772
"87"	"cognatepriming12"	"27"	240	8	0.0333333333333333	0.056554142919772
"88"	"cognatepriming12"	"29"	240	3	0.0125	0.056554142919772
"89"	"cognatepriming14"	"1"	241	0	0	0.0326683625652698
"90"	"cognatepriming14"	"3"	241	0	0	0.0326683625652698
"91"	"cognatepriming14"	"4"	241	17	0.0705394190871369	0.0326683625652698
"92"	"cognatepriming14"	"5"	241	1	0.004149377593361	0.0326683625652698
"93"	"cognatepriming14"	"6"	241	0	0	0.0326683625652698
"94"	"cognatepriming14"	"7"	241	1	0.004149377593361	0.0326683625652698
"95"	"cognatepriming14"	"8"	241	1	0.004149377593361	0.0326683625652698
"96"	"cognatepriming14"	"9"	241	0	0	0.0326683625652698
"97"	"cognatepriming14"	"10"	241	19	0.0788381742738589	0.0326683625652698
"98"	"cognatepriming14"	"11"	241	0	0	0.0326683625652698
"99"	"cognatepriming14"	"12"	241	0	0	0.0326683625652698
"100"	"cognatepriming14"	"13"	241	8	0.033195020746888	0.0326683625652698
"101"	"cognatepriming14"	"14"	241	0	0	0.0326683625652698
"102"	"cognatepriming14"	"15"	241	0	0	0.0326683625652698
"103"	"cognatepriming14"	"16"	241	30	0.12448132780083	0.0326683625652698
"104"	"cognatepriming14"	"17"	241	40	0.16597510373444	0.0326683625652698
"105"	"cognatepriming14"	"18"	241	24	0.0995850622406639	0.0326683625652698
"106"	"cognatepriming14"	"19"	241	19	0.0788381742738589	0.0326683625652698
"107"	"cognatepriming14"	"20"	241	12	0.0497925311203319	0.0326683625652698
"108"	"cognatepriming14"	"21"	241	0	0	0.0326683625652698
"109"	"cognatepriming14"	"22"	241	27	0.112033195020747	0.0326683625652698
"110"	"cognatepriming14"	"23"	241	9	0.037344398340249	0.0326683625652698
"111"	"cognatepriming14"	"24"	241	15	0.0622406639004149	0.0326683625652698
"112"	"cognatepriming14"	"25"	241	4	0.016597510373444	0.0326683625652698
"113"	"cognatepriming14"	"26"	241	0	0	0.0326683625652698
"114"	"cognatepriming14"	"27"	241	0	0	0.0326683625652698
"115"	"cognatepriming14"	"28"	241	15	0.0622406639004149	0.0326683625652698
"116"	"cognatepriming14"	"29"	241	1	0.004149377593361	0.0326683625652698
"117"	"cognatepriming14"	"30"	241	1	0.004149377593361	0.0326683625652698
"118"	"cognatepriming14"	"31"	240	0	0	0.0326683625652698
"119"	"cognatepriming14"	"32"	240	0	0	0.0326683625652698
"120"	"cognatepriming16"	"1"	241	15	0.0622406639004149	0.027710519235943
"121"	"cognatepriming16"	"2"	241	0	0	0.027710519235943
"122"	"cognatepriming16"	"3"	240	0	0	0.027710519235943
"123"	"cognatepriming16"	"4"	239	12	0.0502092050209205	0.027710519235943
"124"	"cognatepriming16"	"5"	240	10	0.0416666666666667	0.027710519235943
"125"	"cognatepriming16"	"6"	240	14	0.0583333333333333	0.027710519235943
"126"	"cognatepriming16"	"7"	240	14	0.0583333333333333	0.027710519235943
"127"	"cognatepriming16"	"8"	238	19	0.0798319327731092	0.027710519235943
"128"	"cognatepriming16"	"9"	240	9	0.0375	0.027710519235943
"129"	"cognatepriming16"	"10"	240	0	0	0.027710519235943
"130"	"cognatepriming16"	"11"	238	0	0	0.027710519235943
"131"	"cognatepriming16"	"12"	240	0	0	0.027710519235943
"132"	"cognatepriming16"	"13"	240	0	0	0.027710519235943
"133"	"cognatepriming16"	"14"	240	0	0	0.027710519235943
"134"	"cognatepriming16"	"15"	240	5	0.0208333333333333	0.027710519235943
"135"	"cognatepriming16"	"16"	240	0	0	0.027710519235943
"136"	"cognatepriming16"	"17"	240	0	0	0.027710519235943
"137"	"cognatepriming16"	"18"	240	14	0.0583333333333333	0.027710519235943
"138"	"cognatepriming16"	"19"	240	13	0.0541666666666667	0.027710519235943
"139"	"cognatepriming16"	"20"	240	13	0.0541666666666667	0.027710519235943
"140"	"cognatepriming16"	"21"	240	0	0	0.027710519235943
"141"	"cognatepriming16"	"23"	240	0	0	0.027710519235943
"142"	"cognatepriming16"	"24"	238	0	0	0.027710519235943
"143"	"cognatepriming16"	"25"	240	0	0	0.027710519235943
"144"	"cognatepriming16"	"26"	240	9	0.0375	0.027710519235943
"145"	"cognatepriming16"	"27"	240	7	0.0291666666666667	0.027710519235943
"146"	"cognatepriming16"	"28"	240	10	0.0416666666666667	0.027710519235943
"147"	"cognatepriming16"	"29"	240	8	0.0333333333333333	0.027710519235943
"148"	"cognatepriming16"	"30"	240	12	0.05	0.027710519235943
"149"	"cognatepriming16"	"31"	239	11	0.0460251046025105	0.027710519235943
"150"	"cognatepriming16"	"32"	240	11	0.0458333333333333	0.027710519235943
"151"	"cognatepriming17"	"1"	240	0	0	0.0341057016401979
"152"	"cognatepriming17"	"2"	240	0	0	0.0341057016401979
"153"	"cognatepriming17"	"5"	241	16	0.0663900414937759	0.0341057016401979
"154"	"cognatepriming17"	"10"	240	19	0.0791666666666667	0.0341057016401979
"155"	"cognatepriming17"	"14"	240	0	0	0.0341057016401979
"156"	"cognatepriming17"	"16"	240	0	0	0.0341057016401979
"157"	"cognatepriming17"	"17"	240	23	0.0958333333333333	0.0341057016401979
"158"	"cognatepriming17"	"18"	240	0	0	0.0341057016401979
"159"	"cognatepriming17"	"22"	240	0	0	0.0341057016401979
"160"	"cognatepriming17"	"23"	240	0	0	0.0341057016401979
"161"	"cognatepriming17"	"25"	240	15	0.0625	0.0341057016401979
"162"	"cognatepriming17"	"26"	240	8	0.0333333333333333	0.0341057016401979
"163"	"cognatepriming17"	"27"	240	13	0.0541666666666667	0.0341057016401979
"164"	"cognatepriming17"	"28"	240	23	0.0958333333333333	0.0341057016401979
"165"	"cognatepriming17"	"29"	240	0	0	0.0341057016401979
"166"	"cognatepriming17"	"30"	240	14	0.0583333333333333	0.0341057016401979
"167"	"cognatepriming3"	"1"	240	0	0	0.0161202680673791
"168"	"cognatepriming3"	"2"	239	2	0.00836820083682008	0.0161202680673791
"169"	"cognatepriming3"	"3"	240	0	0	0.0161202680673791
"170"	"cognatepriming3"	"4"	240	0	0	0.0161202680673791
"171"	"cognatepriming3"	"5"	240	0	0	0.0161202680673791
"172"	"cognatepriming3"	"7"	240	0	0	0.0161202680673791
"173"	"cognatepriming3"	"8"	240	0	0	0.0161202680673791
"174"	"cognatepriming3"	"9"	240	0	0	0.0161202680673791
"175"	"cognatepriming3"	"10"	240	9	0.0375	0.0161202680673791
"176"	"cognatepriming3"	"11"	240	0	0	0.0161202680673791
"177"	"cognatepriming3"	"12"	240	7	0.0291666666666667	0.0161202680673791
"178"	"cognatepriming3"	"13"	240	0	0	0.0161202680673791
"179"	"cognatepriming3"	"14"	240	14	0.0583333333333333	0.0161202680673791
"180"	"cognatepriming3"	"15"	240	7	0.0291666666666667	0.0161202680673791
"181"	"cognatepriming3"	"16"	241	0	0	0.0161202680673791
"182"	"cognatepriming3"	"17"	240	9	0.0375	0.0161202680673791
"183"	"cognatepriming3"	"18"	240	12	0.05	0.0161202680673791
"184"	"cognatepriming3"	"19"	240	12	0.05	0.0161202680673791
"185"	"cognatepriming3"	"20"	240	0	0	0.0161202680673791
"186"	"cognatepriming3"	"21"	241	17	0.0705394190871369	0.0161202680673791
"187"	"cognatepriming3"	"22"	240	0	0	0.0161202680673791
"188"	"cognatepriming3"	"23"	240	0	0	0.0161202680673791
"189"	"cognatepriming3"	"24"	240	0	0	0.0161202680673791
"190"	"cognatepriming4"	"2"	240	0	0	0.00555555555555556
"191"	"cognatepriming4"	"5"	240	0	0	0.00555555555555556
"192"	"cognatepriming4"	"7"	240	0	0	0.00555555555555556
"193"	"cognatepriming4"	"8"	240	0	0	0.00555555555555556
"194"	"cognatepriming4"	"10"	240	8	0.0333333333333333	0.00555555555555556
"195"	"cognatepriming4"	"22"	240	0	0	0.00555555555555556
"196"	"cognatepriming5"	"1"	240	37	0.154166666666667	0.0186661833997825
"197"	"cognatepriming5"	"2"	239	8	0.0334728033472803	0.0186661833997825
"198"	"cognatepriming5"	"3"	240	0	0	0.0186661833997825
"199"	"cognatepriming5"	"4"	241	2	0.00829875518672199	0.0186661833997825
"200"	"cognatepriming5"	"8"	240	0	0	0.0186661833997825
"201"	"cognatepriming5"	"9"	240	4	0.0166666666666667	0.0186661833997825
"202"	"cognatepriming5"	"10"	240	10	0.0416666666666667	0.0186661833997825
"203"	"cognatepriming5"	"11"	239	0	0	0.0186661833997825
"204"	"cognatepriming5"	"12"	240	2	0.00833333333333333	0.0186661833997825
"205"	"cognatepriming5"	"13"	239	4	0.0167364016736402	0.0186661833997825
"206"	"cognatepriming5"	"15"	241	0	0	0.0186661833997825
"207"	"cognatepriming5"	"16"	240	0	0	0.0186661833997825
"208"	"cognatepriming5"	"18"	241	0	0	0.0186661833997825
"209"	"cognatepriming5"	"20"	240	36	0.15	0.0186661833997825
"210"	"cognatepriming5"	"21"	239	0	0	0.0186661833997825
"211"	"cognatepriming5"	"22"	240	0	0	0.0186661833997825
"212"	"cognatepriming5"	"23"	240	0	0	0.0186661833997825
"213"	"cognatepriming5"	"24"	239	0	0	0.0186661833997825
"214"	"cognatepriming5"	"25"	240	0	0	0.0186661833997825
"215"	"cognatepriming5"	"26"	240	0	0	0.0186661833997825
"216"	"cognatepriming5"	"27"	240	0	0	0.0186661833997825
"217"	"cognatepriming5"	"28"	240	0	0	0.0186661833997825
"218"	"cognatepriming5"	"31"	240	0	0	0.0186661833997825
"219"	"cognatepriming6"	"1"	241	3	0.012448132780083	0.0161021654636313
"220"	"cognatepriming6"	"2"	240	5	0.0208333333333333	0.0161021654636313
"221"	"cognatepriming6"	"3"	239	0	0	0.0161021654636313
"222"	"cognatepriming6"	"4"	240	1	0.00416666666666667	0.0161021654636313
"223"	"cognatepriming6"	"5"	238	0	0	0.0161021654636313
"224"	"cognatepriming6"	"6"	241	12	0.0497925311203319	0.0161021654636313
"225"	"cognatepriming6"	"7"	241	0	0	0.0161021654636313
"226"	"cognatepriming6"	"8"	241	0	0	0.0161021654636313
"227"	"cognatepriming6"	"9"	240	0	0	0.0161021654636313
"228"	"cognatepriming6"	"10"	240	36	0.15	0.0161021654636313
"229"	"cognatepriming6"	"11"	241	0	0	0.0161021654636313
"230"	"cognatepriming6"	"12"	240	2	0.00833333333333333	0.0161021654636313
"231"	"cognatepriming6"	"13"	240	1	0.00416666666666667	0.0161021654636313
"232"	"cognatepriming6"	"14"	241	0	0	0.0161021654636313
"233"	"cognatepriming6"	"15"	241	0	0	0.0161021654636313
"234"	"cognatepriming6"	"16"	240	1	0.00416666666666667	0.0161021654636313
"235"	"cognatepriming6"	"17"	241	0	0	0.0161021654636313
"236"	"cognatepriming6"	"18"	240	5	0.0208333333333333	0.0161021654636313
"237"	"cognatepriming6"	"19"	240	0	0	0.0161021654636313
"238"	"cognatepriming6"	"20"	239	8	0.0334728033472803	0.0161021654636313
"239"	"cognatepriming6"	"21"	241	3	0.012448132780083	0.0161021654636313
"240"	"cognatepriming6"	"22"	240	0	0	0.0161021654636313
"241"	"cognatepriming6"	"23"	240	37	0.154166666666667	0.0161021654636313
"242"	"cognatepriming6"	"24"	240	0	0	0.0161021654636313
"243"	"cognatepriming6"	"25"	239	0	0	0.0161021654636313
"244"	"cognatepriming6"	"26"	240	0	0	0.0161021654636313
"245"	"cognatepriming6"	"27"	240	1	0.00416666666666667	0.0161021654636313
"246"	"cognatepriming6"	"28"	240	0	0	0.0161021654636313
"247"	"cognatepriming6"	"29"	240	1	0.00416666666666667	0.0161021654636313
"248"	"cognatepriming6"	"30"	240	0	0	0.0161021654636313
"249"	"cognatepriming7"	"2"	240	0	0	0.0267500434253952
"250"	"cognatepriming7"	"3"	240	0	0	0.0267500434253952
"251"	"cognatepriming7"	"4"	239	17	0.0711297071129707	0.0267500434253952
"252"	"cognatepriming7"	"5"	240	14	0.0583333333333333	0.0267500434253952
"253"	"cognatepriming7"	"7"	239	0	0	0.0267500434253952
"254"	"cognatepriming7"	"8"	240	0	0	0.0267500434253952
"255"	"cognatepriming7"	"9"	241	20	0.0829875518672199	0.0267500434253952
"256"	"cognatepriming7"	"10"	240	0	0	0.0267500434253952
"257"	"cognatepriming7"	"11"	240	0	0	0.0267500434253952
"258"	"cognatepriming7"	"13"	240	7	0.0291666666666667	0.0267500434253952
"259"	"cognatepriming7"	"14"	241	0	0	0.0267500434253952
"260"	"cognatepriming7"	"15"	240	18	0.075	0.0267500434253952
"261"	"cognatepriming7"	"16"	240	12	0.05	0.0267500434253952
"262"	"cognatepriming7"	"17"	241	15	0.0622406639004149	0.0267500434253952
"263"	"cognatepriming7"	"18"	237	0	0	0.0267500434253952
"264"	"cognatepriming7"	"19"	240	29	0.120833333333333	0.0267500434253952
"265"	"cognatepriming7"	"20"	240	0	0	0.0267500434253952
"266"	"cognatepriming7"	"21"	240	0	0	0.0267500434253952
"267"	"cognatepriming7"	"22"	240	1	0.00416666666666667	0.0267500434253952
"268"	"cognatepriming7"	"24"	240	0	0	0.0267500434253952
"269"	"cognatepriming7"	"25"	239	21	0.0878661087866109	0.0267500434253952
"270"	"cognatepriming7"	"26"	241	0	0	0.0267500434253952
"271"	"cognatepriming7"	"28"	240	0	0	0.0267500434253952
"272"	"cognatepriming7"	"29"	239	0	0	0.0267500434253952
"273"	"cognatepriming9"	"1"	240	0	0	0.0323863636363636
"274"	"cognatepriming9"	"3"	240	0	0	0.0323863636363636
"275"	"cognatepriming9"	"4"	240	0	0	0.0323863636363636
"276"	"cognatepriming9"	"6"	240	0	0	0.0323863636363636
"277"	"cognatepriming9"	"8"	240	0	0	0.0323863636363636
"278"	"cognatepriming9"	"9"	240	6	0.025	0.0323863636363636
"279"	"cognatepriming9"	"10"	240	14	0.0583333333333333	0.0323863636363636
"280"	"cognatepriming9"	"11"	240	58	0.241666666666667	0.0323863636363636
"281"	"cognatepriming9"	"12"	240	0	0	0.0323863636363636
"282"	"cognatepriming9"	"13"	241	18	0.0746887966804979	0.0323863636363636
"283"	"cognatepriming9"	"17"	240	24	0.1	0.0323863636363636
"284"	"cognatepriming9"	"18"	240	7	0.0291666666666667	0.0323863636363636
"285"	"cognatepriming9"	"21"	240	0	0	0.0323863636363636
"286"	"cognatepriming9"	"22"	240	33	0.1375	0.0323863636363636
"287"	"cognatepriming9"	"23"	240	0	0	0.0323863636363636
"288"	"cognatepriming9"	"24"	240	0	0	0.0323863636363636
"289"	"cognatepriming9"	"25"	240	0	0	0.0323863636363636
"290"	"cognatepriming9"	"26"	240	5	0.0208333333333333	0.0323863636363636
"291"	"cognatepriming9"	"27"	238	6	0.0252100840336134	0.0323863636363636
"292"	"cognatepriming9"	"28"	241	0	0	0.0323863636363636
"293"	"cognatepriming9"	"29"	240	0	0	0.0323863636363636
"294"	"cognatepriming9"	"30"	240	0	0	0.0323863636363636
